Epoch,Time,Score,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,Sigma_Power,Delta_Ratio,Theta_Ratio,Alpha_Ratio,Beta_Ratio,Gamma_Ratio,Sigma_Ratio,date.time,meanRR,SDRR
545,3:56:09,N2,20.66064,3.914576,3.174361,1.467237,0.144847,4.641597,0.628014,0.200225,0.092619,0.070426,0.008716,0.163045,2019-11-22 03:56:09,890.983606669558,0.346133511120643
546,3:56:39,N2,22.67916,4.696039,2.439372,1.279657,0.151882,3.719029,0.640129,0.206008,0.082777,0.063272,0.007813,0.14605,2019-11-22 03:56:39,889.79443383805,0.346133511120623
547,3:57:09,N2,41.49872,4.13882,2.613771,1.873579,0.148613,4.48735,0.659347,0.176647,0.090865,0.066008,0.007133,0.156873,2019-11-22 03:57:09,888.605261006543,0.34613351112062
548,3:57:39,N2,36.67146,6.584594,2.23936,1.459885,0.143844,3.699245,0.70436,0.161246,0.067158,0.060442,0.006793,0.1276,2019-11-22 03:57:39,887.416088175036,0.346133511120643
549,3:58:09,N2,41.87103,5.809968,2.723499,1.005443,0.129583,3.728942,0.708384,0.145285,0.085778,0.052818,0.007735,0.138596,2019-11-22 03:58:09,886.226915343528,0.346133511120629
550,3:58:39,N2,25.73495,4.03075,2.650664,1.559525,0.141369,4.210189,0.644596,0.156548,0.112876,0.079287,0.006693,0.192163,2019-11-22 03:58:39,885.037742512021,0.346133511120613
551,3:59:09,N2,23.44207,4.172373,2.564307,1.409045,0.157929,3.973352,0.695143,0.160815,0.077145,0.059775,0.007123,0.13692,2019-11-22 03:59:09,883.848569680514,0.346133511120639
552,3:59:39,N2,25.73236,4.799318,1.73011,1.313078,0.141106,3.043188,0.672284,0.182377,0.075082,0.062876,0.00738,0.137958,2019-11-22 03:59:39,882.659396849006,0.346133511120634
553,4:00:09,N2,28.77532,6.577952,2.476153,1.805564,0.146968,4.281717,0.657222,0.186084,0.076583,0.071986,0.008126,0.148568,2019-11-22 04:00:09,881.470224017499,0.346133511120615
554,4:00:39,N2,21.10632,4.713747,2.19721,1.368891,0.155162,3.566101,0.640777,0.207373,0.074024,0.069201,0.008625,0.143225,2019-11-22 04:00:39,880.281051185992,0.346133511120633
555,4:01:09,N2,23.41717,4.030488,2.10741,1.407853,0.154973,3.515263,0.667502,0.16591,0.08488,0.073267,0.008441,0.158147,2019-11-22 04:01:09,879.091878354484,0.34613351112064
556,4:01:39,N2,48.90738,8.864171,3.225586,1.915774,0.189118,5.14136,0.694133,0.170593,0.065824,0.061966,0.007485,0.12779,2019-11-22 04:01:39,877.902705522977,0.346133511120618
557,4:02:09,N2,45.17844,4.130964,2.339848,1.706202,0.131901,4.046049,0.750384,0.119981,0.065336,0.058595,0.005705,0.123931,2019-11-22 04:02:09,876.71353269147,0.346133511120629
558,4:02:39,N2,22.05623,4.197451,2.293042,1.396604,0.139227,3.689646,0.65972,0.169281,0.099417,0.06449,0.007093,0.163907,2019-11-22 04:02:39,875.524359859963,0.346133511120643
559,4:03:09,N2,45.32394,3.953478,2.555881,1.615065,0.276044,4.170945,0.689455,0.152052,0.072711,0.07457,0.011212,0.147281,2019-11-22 04:03:09,874.335187028455,0.346133511120625
560,4:03:39,N2,68.7001,9.240716,7.600818,7.039952,0.961077,14.64077,0.648717,0.158949,0.084415,0.092955,0.014965,0.177369,2019-11-22 04:03:39,873.146014196948,0.346133511120625
561,4:04:09,N2,31.0961,5.120081,1.906302,1.818953,0.21358,3.725255,0.622621,0.195087,0.071418,0.096861,0.014013,0.168279,2019-11-22 04:04:09,871.956841365441,0.346133511120642
562,4:04:39,N2,28.32933,4.093321,4.906543,2.548902,0.286735,7.455445,0.65231,0.15917,0.095251,0.08039,0.012879,0.175641,2019-11-22 04:04:39,870.767668533933,0.346133511120629
563,4:05:09,N2,20.37174,3.808007,2.285417,2.079757,0.229846,4.365174,0.639358,0.161498,0.089499,0.097072,0.012573,0.186571,2019-11-22 04:05:09,869.578495702426,0.346133511120619
564,4:05:39,N2,16.19069,4.911092,2.271405,1.913475,0.239898,4.184879,0.603148,0.210716,0.084293,0.089321,0.012521,0.173615,2019-11-22 04:05:39,868.389322870919,0.346133511120639
565,4:06:09,N2,52.59851,5.476822,4.872891,2.683218,0.306735,7.556109,0.664751,0.129334,0.086114,0.103897,0.015904,0.190011,2019-11-22 04:06:09,867.200150039411,0.346133511120631
566,4:06:39,N2,20.86365,3.391126,2.018281,1.776968,0.281321,3.795249,0.64596,0.144393,0.081993,0.110391,0.017264,0.192384,2019-11-22 04:06:39,866.010977207904,0.346133511120615
567,4:07:09,N2,30.01265,4.332407,2.299838,1.775993,0.304645,4.07583,0.652348,0.171004,0.081714,0.078987,0.015947,0.160701,2019-11-22 04:07:09,864.821804376397,0.346133511120637
568,4:07:39,N2,34.35123,4.183275,2.575345,2.126503,0.300249,4.701848,0.649144,0.163428,0.076684,0.096233,0.014511,0.172918,2019-11-22 04:07:39,863.63263154489,0.346133511120635
569,4:08:09,N2,20.2608,3.200812,1.644816,1.941321,0.282362,3.586137,0.600751,0.166063,0.086492,0.125161,0.021534,0.211652,2019-11-22 04:08:09,862.443458713382,0.346133511120614
570,4:08:39,N2,23.13808,4.95467,3.602029,2.104813,0.28138,5.706841,0.604019,0.161637,0.116293,0.102469,0.015582,0.218762,2019-11-22 04:08:39,861.254285881875,0.346133511120634
571,4:09:09,N2,82.84948,8.749146,5.493954,2.569562,0.331767,8.063517,0.642639,0.181455,0.092866,0.070781,0.012259,0.163647,2019-11-22 04:09:09,860.065113050368,0.346133511120643
572,4:09:39,N2,21.79662,3.818496,1.799189,1.959996,0.260577,3.759184,0.641964,0.15922,0.085187,0.099348,0.014281,0.184535,2019-11-22 04:09:39,858.87594021886,0.346133511120621
573,4:10:09,N2,24.19076,4.59418,1.842421,2.118237,0.243948,3.960658,0.627579,0.194873,0.071386,0.095288,0.010874,0.166674,2019-11-22 04:10:09,857.686767387353,0.346133511120625
574,4:10:39,N2,12.98532,3.359026,2.220975,1.817646,0.236191,4.038621,0.538417,0.206719,0.118038,0.117773,0.019054,0.23581,2019-11-22 04:10:39,856.497594555846,0.346133511120645
575,4:11:09,N2,18.56674,3.980377,2.231248,2.023219,0.182129,4.254467,0.602791,0.194119,0.092302,0.099457,0.011331,0.19176,2019-11-22 04:11:09,855.308421724338,0.346133511120624
576,4:11:39,N2,26.27078,5.408514,2.443806,1.419833,0.147107,3.863639,0.684784,0.165226,0.088779,0.055351,0.005861,0.14413,2019-11-22 04:11:39,854.119248892831,0.346133511120621
577,4:12:09,N2,37.07546,6.45693,3.857384,1.478729,0.171118,5.336113,0.699602,0.172353,0.074742,0.046862,0.006441,0.121604,2019-11-22 04:12:09,852.930076061324,0.346133511120643
578,4:12:39,N2,27.51668,4.937372,1.86458,1.525384,0.149274,3.389964,0.624757,0.20191,0.094372,0.071241,0.007721,0.165613,2019-11-22 04:12:39,851.740903229817,0.346133511120631
579,4:13:09,N2,36.31383,4.412586,1.943811,1.855237,0.147087,3.799048,0.704183,0.15076,0.069704,0.068471,0.006882,0.138175,2019-11-22 04:13:09,850.551730398309,0.346133511120614
580,4:13:39,N2,38.12317,6.195542,2.301765,1.920862,0.137597,4.222628,0.704609,0.156855,0.06571,0.067336,0.00549,0.133046,2019-11-22 04:13:39,849.362557566802,0.346133511120638
581,4:14:09,N2,40.10205,6.203377,1.809673,1.151762,0.152455,2.961435,0.69919,0.168039,0.073495,0.051601,0.007676,0.125096,2019-11-22 04:14:09,848.173384735295,0.346133511120637
582,4:14:39,N2,43.2893,4.63008,2.438983,1.495271,0.137596,3.934255,0.716414,0.140911,0.07943,0.057949,0.005296,0.137379,2019-11-22 04:14:39,846.984211903787,0.346133511120613
583,4:15:09,N2,22.90326,4.403667,2.077626,1.448529,0.152289,3.526155,0.664934,0.182237,0.085241,0.060811,0.006778,0.146052,2019-11-22 04:15:09,845.79503907228,0.346133511120631
584,4:15:39,N2,33.5039,4.968051,2.077328,1.181877,0.139642,3.259205,0.711873,0.163048,0.068669,0.050286,0.006124,0.118955,2019-11-22 04:15:39,844.605866240773,0.34613351112064
585,4:16:09,N2,35.59461,4.538,1.55392,1.364222,0.156103,2.918141,0.72701,0.152155,0.066104,0.048883,0.005848,0.114987,2019-11-22 04:16:09,843.416693409265,0.346133511120614
586,4:16:39,N2,92.77734,9.456471,9.043074,2.938254,0.181361,11.98133,0.740015,0.120591,0.092718,0.042203,0.004474,0.13492,2019-11-22 04:16:39,842.227520577758,0.346133511120626
587,4:17:09,N2,51.25369,5.18035,2.304446,1.695445,0.16344,3.99989,0.661233,0.158627,0.092552,0.078898,0.00869,0.17145,2019-11-22 04:17:09,841.038347746251,0.346133511120644
588,4:17:39,N2,14.42826,3.00335,2.08332,2.196491,0.141275,4.279811,0.627458,0.154172,0.098824,0.11032,0.009226,0.209144,2019-11-22 04:17:39,839.849174914744,0.346133511120622
589,4:18:09,N2,31.1046,4.395686,1.613213,1.252472,0.187528,2.865685,0.6852,0.164212,0.080983,0.059723,0.009882,0.140706,2019-11-22 04:18:09,838.660002083236,0.346133511120622
590,4:18:39,N2,32.91404,4.198794,1.443243,1.276994,0.151371,2.720237,0.7556,0.141851,0.051914,0.045191,0.005444,0.097105,2019-11-22 04:18:39,837.470829251729,0.346133511120643
591,4:19:09,N2,45.4914,6.940225,3.874576,1.652415,0.165694,5.526991,0.694813,0.144098,0.096211,0.056604,0.008275,0.152815,2019-11-22 04:19:09,836.281656420222,0.346133511120628
592,4:19:39,N2,26.15658,4.375484,1.728832,1.812443,0.188117,3.541275,0.729431,0.148631,0.053704,0.06096,0.007275,0.114663,2019-11-22 04:19:39,835.092483588714,0.346133511120618
593,4:20:09,N2,35.47689,5.297172,3.352476,1.628138,0.151796,4.980615,0.700614,0.140726,0.095606,0.056051,0.007002,0.151658,2019-11-22 04:20:09,833.903310757207,0.346133511120641
594,4:20:39,N2,32.14811,4.921257,1.583697,1.234125,0.152738,2.817822,0.715651,0.158803,0.066304,0.051111,0.008131,0.117415,2019-11-22 04:20:39,832.7141379257,0.346133511120635
595,4:21:09,N2,27.22814,3.412719,2.087164,1.623773,0.164059,3.710937,0.691719,0.140786,0.088262,0.071355,0.007879,0.159616,2019-11-22 04:21:09,1202.58830545004,211.498680048256
596,4:21:39,N2,93.51506,5.606537,5.224306,3.8637,0.611937,9.088006,0.769384,0.106861,0.057399,0.057264,0.009092,0.114663,2019-11-22 04:21:39,1403.67504856825,59.1429911800424
597,4:22:09,N2,49.83974,7.357279,7.463927,3.273465,0.304155,10.73739,0.640628,0.165373,0.103333,0.079968,0.010699,0.1833,2019-11-22 04:22:09,1326.5339450193,53.9174426901286
598,4:22:39,N2,50.24631,9.557842,13.41355,11.69153,3.034278,25.10508,0.575772,0.139309,0.122637,0.136083,0.0262,0.25872,2019-11-22 04:22:39,1261.70681405072,38.566120963695
599,4:23:09,N1,21.25212,3.439794,1.007668,3.258416,0.578196,4.266085,0.65403,0.138348,0.046922,0.132387,0.028314,0.179309,2019-11-22 04:23:09,1282.67476947036,46.9938581242886
600,4:23:39,N2,30.79886,6.692805,3.912493,3.790008,0.31055,7.7025,0.666527,0.146432,0.067911,0.104124,0.015005,0.172036,2019-11-22 04:23:39,1315.31143175546,67.4005404954075
601,4:24:09,N2,33.07578,4.689741,2.340987,2.962907,0.361806,5.303895,0.604315,0.179816,0.08569,0.116063,0.014117,0.201752,2019-11-22 04:24:09,1263.12375542443,50.9078811189758
602,4:24:39,N2,16.6114,3.841358,3.006922,2.637395,0.181988,5.644318,0.576201,0.165886,0.112528,0.134147,0.011239,0.246675,2019-11-22 04:24:39,1289.12070199968,41.8075992499958
603,4:25:09,N2,11.85576,2.359445,2.148822,1.394429,0.196093,3.543251,0.572088,0.17129,0.129887,0.109235,0.0175,0.239122,2019-11-22 04:25:09,1237.74091499522,44.5938779581276
604,4:25:39,N2,16.91975,3.454204,1.702564,2.042279,0.206344,3.744844,0.614579,0.173211,0.099456,0.100055,0.012699,0.199511,2019-11-22 04:25:39,1283.90849464515,63.0440289203941
605,4:26:09,N2,13.35959,4.173081,2.415829,1.777078,0.207292,4.192907,0.596848,0.186367,0.095773,0.105229,0.015784,0.201002,2019-11-22 04:26:09,1294.44936575555,38.6289485891809
606,4:26:39,N2,16.15336,3.533336,2.094599,1.541698,0.218958,3.636298,0.591758,0.210784,0.099951,0.083603,0.013904,0.183554,2019-11-22 04:26:39,1299.59163316484,74.7532437567547
607,4:27:09,N2,22.30184,3.237874,2.282449,1.870119,0.183505,4.152569,0.611255,0.148142,0.115783,0.11331,0.01151,0.229093,2019-11-22 04:27:09,1324.98945340309,30.3452934326701
608,4:27:39,N2,29.40378,5.445267,2.563567,1.843199,0.175483,4.406766,0.669213,0.182032,0.072123,0.069374,0.007257,0.141498,2019-11-22 04:27:39,1255.62005664357,37.2032155379302
609,4:28:09,N2,39.15694,4.897911,3.596555,1.814746,0.180632,5.411302,0.671204,0.154296,0.09568,0.070218,0.008603,0.165897,2019-11-22 04:28:09,968.895200917979,186.860241040363
610,4:28:39,N2,39.6774,5.540385,6.036694,2.745691,0.240359,8.782385,0.654638,0.1413,0.10355,0.090284,0.010228,0.193834,2019-11-22 04:28:39,1053.34121653188,62.8205605210462
611,4:29:09,N2,23.91974,3.14718,1.763963,1.793619,0.24059,3.557583,0.554428,0.184633,0.112701,0.126643,0.021594,0.239344,2019-11-22 04:29:09,970.573023335873,20.8045403353954
612,4:29:39,N2,13.70429,3.828915,3.182884,1.908835,0.206407,5.09172,0.604899,0.154929,0.125852,0.101449,0.012872,0.2273,2019-11-22 04:29:39,1047.75255162642,23.5042451576151
613,4:30:09,N2,46.05342,6.789312,5.718103,10.07471,2.489415,15.79281,0.544287,0.109775,0.094762,0.193646,0.057531,0.288408,2019-11-22 04:30:09,1128.50350138575,23.5042451576151
614,4:30:39,W,45.68311,5.772433,3.02295,7.965041,4.109056,10.98799,0.521559,0.073165,0.046325,0.230268,0.128682,0.276594,2019-11-22 04:30:39,1209.25445114508,23.5042451576151
615,4:31:09,W,8.072107,1.054117,1.000038,11.75033,6.943548,12.75037,0.261192,0.047429,0.036677,0.415903,0.238799,0.45258,2019-11-22 04:31:09,1246.34619330055,44.6421881578357
616,4:31:39,W,10.3922,1.430107,1.396738,10.0272,5.781008,11.42394,0.361604,0.049064,0.052768,0.342634,0.19393,0.395402,2019-11-22 04:31:39,1271.47791441428,30.3238566324134
617,4:32:09,W,8.388028,1.277287,1.345203,18.43113,7.429953,19.77634,0.230392,0.036681,0.035539,0.498777,0.198611,0.534316,2019-11-22 04:32:09,1218.65914392657,11.0998499370801
618,4:32:39,N1,7.731093,2.105194,1.373485,6.018829,1.582893,7.392314,0.395823,0.158213,0.090457,0.29152,0.063987,0.381977,2019-11-22 04:32:39,1244.61504079537,42.7291015636004
619,4:33:09,N2,15.54798,2.053796,1.282686,1.993882,0.123093,3.276569,0.651099,0.156611,0.07053,0.111176,0.010584,0.181706,2019-11-22 04:33:09,1203.68388752017,140.766494255131
620,4:33:39,N2,28.65946,2.914147,2.624982,3.583031,0.12276,6.208014,0.658596,0.146655,0.060712,0.124774,0.009262,0.185487,2019-11-22 04:33:39,1303.50423220007,56.1828955060502
621,4:34:09,N2,30.72339,4.275828,3.291761,3.022998,0.164735,6.314759,0.611194,0.167053,0.086067,0.12198,0.013707,0.208046,2019-11-22 04:34:09,1194.73142379373,50.5872047482922
622,4:34:39,N2,23.87899,4.625361,3.00255,2.263516,0.126777,5.266067,0.665702,0.159914,0.071699,0.092833,0.009852,0.164532,2019-11-22 04:34:39,1153.75763010598,0.228775174241515
623,4:35:09,N2,34.82214,5.074975,2.991493,2.957118,0.149013,5.948612,0.596192,0.153898,0.09722,0.141278,0.011412,0.238498,2019-11-22 04:35:09,1154.54360780819,0.22877517424152
624,4:35:39,N2,24.2214,3.05246,1.427763,3.372592,0.135705,4.800355,0.57045,0.175887,0.07537,0.169197,0.009097,0.244567,2019-11-22 04:35:39,1155.32958551041,0.228775174241515
625,4:36:09,N2,13.47637,3.43675,1.547402,6.65006,0.677081,8.197462,0.539824,0.126967,0.074878,0.232661,0.025669,0.307539,2019-11-22 04:36:09,1156.11556321263,0.228775174241515
626,4:36:39,W,50.73883,6.534309,3.949953,9.648248,3.817884,13.5982,0.600682,0.100122,0.064273,0.170748,0.064174,0.235022,2019-11-22 04:36:39,1156.90154091485,0.228775174241517
627,4:37:09,N1,11.73966,1.906668,0.765522,1.283188,0.161551,2.04871,0.630253,0.171277,0.066333,0.116175,0.015963,0.182507,2019-11-22 04:37:09,1157.68751861707,0.228775174241517
628,4:37:39,N2,18.70612,2.900159,1.502511,2.115879,0.180833,3.61839,0.60518,0.184449,0.071427,0.126032,0.012911,0.19746,2019-11-22 04:37:39,1158.47349631929,0.228775174241524
629,4:38:09,N2,12.01449,1.850298,0.736407,1.579035,0.183746,2.315442,0.679007,0.130954,0.059064,0.116198,0.014778,0.175262,2019-11-22 04:38:09,1159.2594740215,0.22877517424152
630,4:38:39,N2,12.80904,3.55408,2.272653,1.973748,0.147273,4.246401,0.56814,0.205053,0.111829,0.10455,0.010428,0.21638,2019-11-22 04:38:39,1160.04545172372,0.228775174241524
631,4:39:09,N2,12.46813,3.100562,1.245881,1.824542,0.125238,3.070423,0.598049,0.176225,0.090994,0.125089,0.009643,0.216083,2019-11-22 04:39:09,1160.83142942594,0.228775174241518
632,4:39:39,R,23.70035,3.313796,1.004041,1.595165,0.150238,2.599206,0.61386,0.173823,0.076442,0.122257,0.013618,0.198699,2019-11-22 04:39:39,1161.61740712816,0.228775174241518
633,4:40:09,R,11.96155,2.043141,0.842272,1.29673,0.12305,2.139002,0.606581,0.177155,0.081592,0.122821,0.01185,0.204414,2019-11-22 04:40:09,1162.40338483038,0.22877517424152
634,4:40:39,R,8.16834,1.924869,0.792028,1.048079,0.123794,1.840107,0.586609,0.196039,0.09218,0.110404,0.014768,0.202584,2019-11-22 04:40:39,1163.1893625326,0.228775174241517
635,4:41:09,R,33.56943,2.772169,0.853726,1.182289,0.131312,2.036016,0.718216,0.139383,0.052234,0.081953,0.008214,0.134187,2019-11-22 04:41:09,1163.97534023481,0.228775174241523
636,4:41:39,R,65.02985,5.723284,1.196898,1.15305,0.178518,2.349948,0.76974,0.138938,0.037413,0.046082,0.007827,0.083496,2019-11-22 04:41:39,1164.76131793703,0.228775174241518
637,4:42:09,R,79.29224,5.384801,1.582671,1.204319,0.161186,2.78699,0.736854,0.123643,0.071073,0.06121,0.00722,0.132283,2019-11-22 04:42:09,1165.54729563925,0.228775174241518
638,4:42:39,R,61.83323,4.580563,1.40642,1.276117,0.169802,2.682537,0.717308,0.154704,0.054629,0.065273,0.008085,0.119903,2019-11-22 04:42:39,1166.33327334147,0.22877517424152
639,4:43:09,R,49.82758,6.188953,1.520656,1.092493,0.174004,2.613148,0.724318,0.163192,0.057642,0.04623,0.008618,0.103872,2019-11-22 04:43:09,1167.11925104369,0.228775174241527
640,4:43:39,R,37.04751,3.122033,1.067182,1.298519,0.154072,2.365702,0.682554,0.138679,0.077732,0.089725,0.01131,0.167457,2019-11-22 04:43:39,1167.90522874591,0.228775174241528
641,4:44:09,R,41.56223,4.54025,1.356945,1.042179,0.13113,2.399124,0.65662,0.182847,0.079793,0.070801,0.009938,0.150594,2019-11-22 04:44:09,1168.69120644812,0.228775174241524
642,4:44:39,R,35.97154,3.278446,1.345046,1.199974,0.155411,2.54502,0.668992,0.151797,0.085341,0.082833,0.011037,0.168174,2019-11-22 04:44:39,1169.47718415034,0.228775174241528
643,4:45:09,R,30.48174,3.703232,1.437773,1.184444,0.184303,2.622216,0.703188,0.151152,0.076601,0.059333,0.009725,0.135934,2019-11-22 04:45:09,1170.26316185256,0.228775174241523
644,4:45:39,R,15.98937,2.37272,1.272068,1.844651,0.28116,3.116719,0.607952,0.154152,0.082153,0.138953,0.016791,0.221106,2019-11-22 04:45:39,1171.04913955478,0.228775174241523
645,4:46:09,R,18.21549,3.707957,1.519555,2.984035,0.265869,4.50359,0.564776,0.19234,0.078674,0.150589,0.013621,0.229263,2019-11-22 04:46:09,1171.835117257,0.228775174241523
646,4:46:39,R,10.12434,2.96129,1.020579,1.071257,0.14443,2.091836,0.605299,0.20567,0.08059,0.094963,0.013479,0.175553,2019-11-22 04:46:39,1172.62109495922,0.228775174241523
647,4:47:09,R,6.276385,1.967418,1.144795,3.659753,1.344851,4.804548,0.45219,0.163613,0.098218,0.225689,0.060291,0.323907,2019-11-22 04:47:09,1173.40707266143,0.228775174241529
648,4:47:39,R,7.883041,2.72857,0.968985,1.481105,0.186369,2.45009,0.548888,0.216594,0.092148,0.127063,0.015307,0.219211,2019-11-22 04:47:39,1174.19305036365,0.228775174241524
649,4:48:09,R,7.646747,2.11531,1.052201,1.906692,0.198082,2.958892,0.525067,0.192814,0.091655,0.173736,0.016728,0.265391,2019-11-22 04:48:09,1174.97902806587,0.228775174241528
650,4:48:39,R,8.870529,2.436635,1.157058,1.98038,0.18808,3.137438,0.510525,0.20953,0.106185,0.157986,0.015774,0.264171,2019-11-22 04:48:39,1175.76500576809,0.228775174241527
651,4:49:09,R,12.53914,2.4715,1.027551,1.559651,0.172566,2.587203,0.598336,0.169532,0.075886,0.142296,0.013951,0.218181,2019-11-22 04:49:09,1176.55098347031,0.22877517424152
652,4:49:39,R,8.892406,2.420993,1.009231,1.106886,0.135753,2.116116,0.561097,0.219583,0.09588,0.108643,0.014797,0.204522,2019-11-22 04:49:39,1177.33696117253,0.228775174241522
653,4:50:09,R,10.9248,2.008563,0.804426,1.207026,0.141973,2.011452,0.66419,0.153351,0.065949,0.104131,0.012379,0.17008,2019-11-22 04:50:09,1178.12293887474,0.228775174241523
654,4:50:39,R,6.964966,2.551792,0.804606,1.367935,0.134706,2.172541,0.562631,0.214256,0.070309,0.137583,0.015221,0.207892,2019-11-22 04:50:39,1178.90891657696,0.228775174241518
655,4:51:09,R,18.00378,2.9955,1.199319,1.194846,0.164172,2.394165,0.637543,0.178566,0.079558,0.092223,0.01211,0.171781,2019-11-22 04:51:09,1179.69489427918,0.228775174241517
656,4:51:39,R,6.105075,2.138836,0.903746,1.257448,0.146094,2.161194,0.507907,0.211403,0.106139,0.156492,0.01806,0.262631,2019-11-22 04:51:39,1180.4808719814,0.22877517424152
657,4:52:09,R,7.895258,3.60713,1.2707,1.184689,0.168741,2.455389,0.53028,0.260545,0.094667,0.100378,0.01413,0.195045,2019-11-22 04:52:09,1181.26684968362,0.228775174241518
658,4:52:39,R,6.654285,1.766258,0.806611,1.359787,0.159253,2.166398,0.54299,0.190766,0.093012,0.154428,0.018805,0.24744,2019-11-22 04:52:39,1182.05282738584,0.228775174241518
659,4:53:09,R,19.2462,2.234378,1.079925,1.431867,0.154201,2.511792,0.63682,0.157193,0.082696,0.112269,0.011023,0.194964,2019-11-22 04:53:09,1182.83880508805,0.228775174241524
660,4:53:39,R,16.29481,3.297071,0.93756,1.138376,0.137615,2.075935,0.635046,0.202427,0.066765,0.083828,0.011934,0.150593,2019-11-22 04:53:39,1183.62478279027,0.22877517424152
661,4:54:09,R,17.70475,2.878227,1.037918,1.273197,0.143552,2.311115,0.61795,0.187179,0.073219,0.108978,0.012674,0.182197,2019-11-22 04:54:09,1184.41076049249,0.22877517424152
662,4:54:39,R,14.34798,2.469935,0.903883,1.046005,0.144671,1.949888,0.583872,0.209559,0.083201,0.109623,0.013745,0.192825,2019-11-22 04:54:39,1185.19673819471,0.228775174241517
663,4:55:09,R,10.52263,2.756785,1.119364,1.165142,0.167825,2.284507,0.604251,0.198296,0.090785,0.092737,0.013932,0.183522,2019-11-22 04:55:09,1185.98271589693,0.228775174241521
664,4:55:39,R,26.28401,3.105188,1.194082,1.467249,0.134099,2.661331,0.621806,0.169173,0.087564,0.111573,0.009883,0.199137,2019-11-22 04:55:39,1186.76869359915,0.228775174241518
665,4:56:09,R,14.26276,3.14186,1.137592,1.097534,0.14474,2.235126,0.599681,0.221616,0.082637,0.084603,0.011463,0.16724,2019-11-22 04:56:09,1187.55467130136,0.228775174241515
666,4:56:39,R,40.44426,3.333771,0.890884,1.170551,0.156628,2.061435,0.669832,0.177688,0.060517,0.081001,0.010963,0.141517,2019-11-22 04:56:39,1188.34064900358,0.228775174241515
667,4:57:09,R,77.74031,7.75486,1.616674,1.343649,0.188387,2.960323,0.759697,0.149274,0.048324,0.037848,0.004856,0.086172,2019-11-22 04:57:09,1189.1266267058,0.22877517424152
668,4:57:39,R,57.78143,8.282801,1.152083,1.269966,0.192519,2.422049,0.696041,0.192575,0.048197,0.054451,0.008736,0.102648,2019-11-22 04:57:39,1189.91260440802,0.228775174241515
669,4:58:09,R,31.71554,2.436203,1.101711,1.12855,0.146198,2.230261,0.752305,0.122021,0.055316,0.062136,0.008222,0.117452,2019-11-22 04:58:09,1190.69858211024,0.228775174241516
670,4:58:39,R,8.659217,2.554108,0.775077,1.41113,0.13946,2.186207,0.565205,0.208338,0.076971,0.135219,0.014267,0.21219,2019-11-22 04:58:39,1191.48455981246,0.228775174241519
671,4:59:09,R,13.57594,3.465013,1.039991,1.025588,0.13444,2.065579,0.618797,0.218691,0.074109,0.077774,0.01063,0.151882,2019-11-22 04:59:09,1192.27053751467,0.228775174241516
672,4:59:39,R,16.31924,3.522324,1.014546,1.455743,0.154003,2.470289,0.628737,0.187009,0.057268,0.114872,0.012114,0.17214,2019-11-22 04:59:39,1193.05651521689,0.228775174241519
673,5:00:09,R,24.4377,5.596309,1.175136,1.81937,0.1848,2.994505,0.595779,0.186414,0.078318,0.128065,0.011424,0.206383,2019-11-22 05:00:09,1193.84249291911,0.228775174241516
674,5:00:39,R,10.14579,3.213367,1.548247,1.472472,0.148978,3.02072,0.518756,0.227946,0.111563,0.12922,0.012517,0.240782,2019-11-22 05:00:39,1194.62847062133,0.228775174241518
675,5:01:09,R,61.96973,5.446131,1.752096,1.409796,0.201263,3.161892,0.744243,0.141476,0.055451,0.05254,0.006291,0.107991,2019-11-22 05:01:09,1195.41444832355,0.228775174241516
676,5:01:39,R,70.50208,6.014318,0.969464,1.025639,0.184089,1.995103,0.785853,0.123127,0.040844,0.042407,0.007769,0.083252,2019-11-22 05:01:39,1196.20042602577,0.228775174241515
677,5:02:09,R,80.25817,8.184714,1.195984,1.309796,0.174666,2.50578,0.794043,0.121713,0.032601,0.045597,0.006046,0.078198,2019-11-22 05:02:09,1196.98640372798,0.228775174241515
678,5:02:39,R,53.1448,5.321225,1.376261,1.318766,0.193216,2.695027,0.766724,0.13454,0.043273,0.047539,0.007924,0.090812,2019-11-22 05:02:39,1197.7723814302,0.228775174241515
679,5:03:09,R,93.66841,5.019976,0.877529,1.317199,0.199305,2.194728,0.7858,0.133615,0.032191,0.041537,0.006857,0.073728,2019-11-22 05:03:09,1198.55835913242,0.228775174241515
680,5:03:39,R,58.58049,5.074241,1.123106,1.153687,0.194555,2.276793,0.768953,0.129933,0.044063,0.048301,0.008751,0.092364,2019-11-22 05:03:39,1142.49283891132,32.785640331525
681,5:04:09,R,9.984883,2.341747,1.650674,2.054457,0.430969,3.705131,0.541386,0.17982,0.106285,0.154017,0.018492,0.260301,2019-11-22 05:04:09,1140.68978107319,15.764230296705
682,5:04:39,R,22.28293,4.025459,3.014667,2.941894,0.316772,5.956561,0.442255,0.185249,0.121001,0.233587,0.017908,0.354588,2019-11-22 05:04:39,1131.10604264913,1.45761052260167
683,5:05:09,R,6.383641,2.354899,1.457661,1.11746,0.14683,2.575121,0.505448,0.215718,0.144124,0.11907,0.015639,0.263194,2019-11-22 05:05:09,1126.09829050521,1.45761052260167
